RttmZqYsWE;7.138729597934342;31
yMlbXEPG42;6.168883747676261;72
b3CF3qTUyu;8.817127872409419;2
LVWXgi1L3G;4.470901076828878;96
Ti9XNeeisT;5.457484750468443;31
SCJACuIQBu;7.8279332207558285;61
gsgOJjn9mN;6.77118083534957;85
ceQzaj8rHa;5.192214107142244;80
anONd6yNHY;4.571471672682669;11
HQQ4aAQ1aK;1.8927263583755127;54
oYvpPhLFb4;7.700714366657868;14
iTQa66549p;5.227721064824521;74
rVNTazbAKy;1.5644654285696102;35
bIK5Ozok2N;7.318074830419868;4
LJ1g6LuylS;7.816799234354513;20
iGbDYvZkku;8.572457890310304;35
PHzvpshfYx;8.786142349294476;52
Cmmd4DHMkz;7.213696144267802;7
96scbqKex2;7.725346706811438;43
RcjF7IqQKM;5.412348534604835;31
mdxUuacBgX;4.439457077004181;79
lkauRAybBp;5.357826166663963;54
yXXqWCaZBo;1.6167232324455016;15
VipE8kh9KI;7.6961133432194035;16
ufZd7heknT;0.8360623756995755;65
eCBQifuHts;2.3633936510141993;77
ElxOERdi1p;4.86415774401962;28
1oyJBqBm6O;1.438192672333165;25
2Auc3Qv6Vk;9.90065150507069;61
ac1WD2QzHu;4.279225260045349;13
qAmea652eR;5.216375948550987;48
qpJLP6zjcx;2.337460603989122;42
rEugHFh2H7;5.751082024117431;19
tCKFAbdk7W;1.2643641957470309;92
PO8KXoRmZP;8.195541882730712;16
fd9kdT6PDU;3.2291369010449356;70
ZK4g8DqNFf;6.248309506346286;86
YovHkoAUbL;7.403425121525085;52
HoMCGicrRg;8.524187752556564;55
vLtQuhTWDe;7.872671306066943;86
Sry7NuCCvm;8.882201093544879;16
QUaqoLrANy;4.635320476923184;33
v5Ym3hbP7u;4.0324911226547355;78
QmhtxKjtSY;0.8856740227897597;29
VW66a7makQ;1.9836253515022229;10
WR4gOXW9pP;1.2614250326960674;76
bk1KBhBkjp;4.3948369352827825;49
QiSymdODz8;6.794033242597434;84
ExLvPAnvmU;8.808789170511893;95
YgJRKbMh1U;2.4281764711571596;16
ixEbsmN19R;2.3689307014399006;53
6cOdPiKQtp;6.467989623216333;66
XbWZGlEcGd;2.6039758466319727;88
jO5MNe5p4o;4.335625808091395;81
5SJf7jN1eS;9.498737038312962;74
loaa3jdhuz;1.996392674826919;71
GaYSEO4wI8;3.387248619356251;72
paUK3VVBkI;2.8485105180325343;34
QUAkeMXCtg;5.984391058065586;16
TudS1Qjgnb;6.903094996816128;63
MF7QmjosXK;9.587879664066685;55
wAo27yG5Ro;9.158824129897422;45
zSXwkwIEzy;5.816065128533511;11
r7lPkvaztN;5.2329119422956065;4
2zDUtw59aX;2.721476020927284;30
2DWHIoT5xI;9.232477376260254;27
iw9zYLjYBD;6.068199475612927;86
1nKaFKPgnh;5.535098800214126;18
AmkvLFzql6;2.303137590552422;82
dWtlmuAuv7;3.924692400395023;85
qiN1JWfPeR;5.812415033400611;17
a8MnYXGWO2;6.658376123081254;50
BlbIIYLCZp;8.802780592854045;39
jPLWgMCfj4;3.1120152363123466;23
NymtAwHRRV;3.1722367714092425;27
1PwEUdeDSi;1.9332984514073126;4
3CHrnwes8t;6.118709137675479;34
ahns88gvhP;6.779637298380848;43
22MJFeY7w3;6.034281150791266;84
A3NpTscFXn;3.9778797831923973;55
bcpMVpmmC4;1.9615533498029347;37
MaCac3JMve;9.210760753642097;85
jpr7InNrN9;4.40938289662216;69
Fx2KiSSTNY;4.946205946388263;81
cQsqoUx3uI;3.2142142509943437;36
TVJPZa1gnP;9.31639314799221;86
B2Y6X7DbOs;4.253318047580988;94
HAZQnxCkoo;0.6407947516543577;82
PQ5jk9qieW;4.55472173701843;45
xVZeB1aEYo;9.915060901013263;87
caQWCT4t8A;5.744637994133682;57
6Y9YmYLeuz;8.652521607302372;65
CaULi2AspH;8.382956628910534;91
8NuKvoTc7c;2.278177950483248;36
yDOyNwoXa2;5.812126334886281;59
HQJFujmNl1;1.135562550958803;62
kXIC5F2m1q;1.0900339020585281;11
JbnoJwSx7E;0.5488402777294665;79
i8PyznisfW;0.5631894067729282;71
bF7RWMZhfj;4.717833386324882;81
